congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980,,0.35,0.36,-70.10303,0.91929,833,24,,0.349,0.353
117,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951,,0.451,0.254,-80.98354,0.90725,832,31,,0.451,0.249
117,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.407,-0.356,-24.36142,0.97094,826,11,,-0.301,-0.469
117,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966,,-0.349,0.417,-1.00187,0.93094,14,1,,-0.411,-0.874
117,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.446,0.005,-83.14601,0.90105,798,25,,0.463,0.181
117,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.021,-21.32278,0.97488,838,6,,-0.311,-0.101
117,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.532,-0.396,-188.24532,0.79532,822,88,,0.499,-0.356
117,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.385,-0.052,-12.01542,0.98576,838,2,,-0.409,-0.123
117,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,2022.0,-0.381,-0.017,-19.80339,0.97496,781,12,,-0.493,0.309
117,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.718,-0.191,-132.98522,0.85146,827,52,,0.734,-0.17
117,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.206,0.426,-48.57943,0.94374,839,15,,-0.401,0.854
117,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.174,0.358,-43.85575,0.94871,833,18,,-0.197,0.41
117,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.329,0.313,-28.84717,0.96612,837,14,,-0.252,0.205
117,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965,,0.8,-0.6,-136.88357,0.84381,806,66,,0.835,-0.359
117,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.015,-15.57176,0.98155,836,9,,-0.488,0.096
117,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.364,0.185,-19.00162,0.97726,826,8,,-0.435,0.113
117,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.422,0.134,-76.03122,0.91196,825,26,,0.402,0.333
117,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.336,-0.129,-125.94746,0.85632,812,53,,0.286,0.129
117,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.016,-13.30746,0.98426,839,4,,-0.305,-0.081
117,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.329,0.286,-85.147,0.90149,821,41,,0.291,0.379
117,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.671,-0.365,-18.38344,0.97825,836,7,,-0.472,-0.636
117,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.335,0.564,-25.13546,0.97045,838,10,,-0.295,0.59
117,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962,,-0.412,0.382,-22.46472,0.97311,824,11,,-0.399,0.356
117,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.286,-0.162,-26.78853,0.96846,836,10,,-0.612,0.18
117,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.286,-0.202,-19.75116,0.97676,840,7,,-0.475,0.289
117,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.3,0.178,-109.51066,0.86381,748,48,,0.298,0.113
117,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.554,-0.195,-131.60147,0.85288,827,54,,0.537,-0.044
117,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.481,0.323,-58.35989,0.93098,816,19,,0.501,0.384
117,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.526,-0.252,-32.10734,0.96206,830,12,,-0.302,-0.45
117,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.535,-0.558,-26.11333,0.96906,831,9,,-0.407,-0.642
117,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.6,-0.266,-172.61898,0.81243,831,79,,0.581,-0.285
117,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.43,-0.002,-108.33967,0.87609,819,42,,0.412,0.086
117,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.416,0.032,-78.35129,0.91084,839,30,,0.424,0.176
117,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957,,0.64,-0.199,-132.0231,0.84839,803,59,,0.641,-0.19
117,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963,,0.611,0.248,-102.03629,0.88432,830,47,,0.617,0.272
117,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.26,-0.08,-65.96909,0.92421,837,20,,-0.176,-0.105
117,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.405,0.82,-188.67119,0.75832,682,70,,0.282,0.815
117,Senate,42102,41,0,AL,200,,,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,1954,,0.936,-0.352,-90.88991,0.90271,888,35,,0.857,-0.224
117,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.446,0.57,-163.57584,0.82305,840,90,,0.536,0.494
117,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.211,-0.304,-137.63953,0.84919,842,63,,0.212,-0.371
117,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.485,0.061,-249.33199,0.74654,853,108,,0.484,0.069
117,Senate,21300,61,0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.105,0.076,-40.94784,0.95402,870,11,,-0.153,0.212
117,Senate,41905,61,0,AZ,100,,,"KELLY, Mark Edward",K000377,1964,,-0.184,0.392,-31.54711,0.9651,888,11,,-0.217,0.42
117,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.426,0.327,-175.92191,0.82245,900,79,,0.546,0.322
117,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.607,0.138,-121.03731,0.87271,889,53,,0.641,0.206
117,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.709,-0.105,-0.00037,0.99981,2,0,,0.0,0.0
117,Senate,42104,71,0,CA,100,,,"PADILLA, Alejandro (Alex)",P000145,1973,,-0.417,-0.381,-10.64571,0.98815,893,4,,-0.418,-0.381
117,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.268,-0.183,-9.42885,0.9882,794,1,,-0.296,-0.196
117,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.23,-0.17,-16.77407,0.98127,887,7,,-0.287,-0.026
117,Senate,42101,62,0,CO,100,,,"HICKENLOOPER, John Wright",H000273,1952,,-0.236,-0.056,-25.76435,0.97118,881,7,,-0.229,-0.108
117,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.27,-0.197,-17.82782,0.9801,887,5,,-0.32,-0.26
117,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.435,-0.168,-20.18816,0.97762,892,7,,-0.365,-0.242
117,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.178,-0.223,-31.53613,0.96568,903,8,,-0.304,-0.333
117,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.231,-0.212,-12.39921,0.98632,900,3,,-0.256,-0.197
117,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.609,-0.166,-148.84773,0.84056,857,60,,0.647,-0.106
117,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.657,0.183,-96.10075,0.89732,887,42,,0.723,0.182
117,Senate,41904,44,0,GA,200,,,"LOEFFLER, Kelly",L000594,1970,,0.555,-0.203,-0.16867,0.91912,2,0,,0.0,0.0
117,Senate,42103,44,0,GA,100,,,"OSSOFF, Thomas Jonathan (Jon)",O000174,1987,,-0.464,0.51,-25.45759,0.971,865,9,,-0.465,0.513
117,Senate,42105,44,0,GA,100,,,"WARNOCK, Raphael Gamaliel",W000790,1969,,-0.391,0.46,-27.45482,0.96847,857,13,,-0.392,0.463
117,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.511,-0.09,-13.21211,0.98543,900,4,,-0.483,-0.196
117,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.444,-0.105,-18.89542,0.97899,890,6,,-0.443,-0.027
117,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.5,0.281,-178.86613,0.81793,890,93,,0.45,0.395
117,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.552,0.397,-166.04287,0.82064,840,86,,0.466,0.411
117,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.348,-0.304,-9.49866,0.98955,904,2,,-0.313,-0.181
117,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.335,0.098,-14.81814,0.98341,886,5,,-0.322,-0.212
117,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.454,-0.045,-166.05771,0.82839,882,56,,0.419,0.02
117,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.8,0.6,-90.60235,0.90217,880,38,,0.74,0.375
117,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.355,-0.046,-244.36308,0.7636,906,119,,0.417,-0.12
117,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.55,-0.094,-169.93645,0.82348,875,71,,0.574,-0.16
117,Senate,21734,32,0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.576,0.226,-123.05612,0.87005,884,47,,0.643,0.099
117,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.418,0.227,-150.53069,0.83079,812,62,,0.413,0.328
117,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.405,0.019,-203.3926,0.79426,883,89,,0.419,0.015
117,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.889,-0.458,-146.16698,0.84133,846,64,,0.905,-0.425
117,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.465,-0.063,-227.18455,0.77224,879,101,,0.474,-0.033
117,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.563,-0.018,-222.51672,0.77015,852,90,,0.569,-0.089
117,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.161,-0.211,-23.82837,0.97387,900,6,,-0.193,-0.159
117,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.116,-0.536,-92.07912,0.90336,906,39,,0.138,-0.513
117,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.319,-0.224,-13.483,0.98508,897,7,,-0.295,-0.311
117,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.391,-0.208,-10.21634,0.98818,859,3,,-0.374,-0.102
117,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.514,-0.459,-29.22912,0.96783,894,11,,-0.647,-0.472
117,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.751,-0.335,-26.53833,0.97094,900,10,,-0.67,-0.466
117,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.246,-0.185,-13.94457,0.98444,889,6,,-0.284,-0.119
117,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.013,-15.32543,0.98308,898,6,,-0.337,0.044
117,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.284,-0.366,-17.3402,0.98081,895,9,,-0.297,-0.131
117,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.398,-0.062,-14.65098,0.9838,897,7,,-0.447,-0.079
117,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.376,0.346,-164.4941,0.83159,892,80,,0.381,0.332
117,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.437,0.381,-160.14218,0.8317,869,76,,0.457,0.353
117,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.398,0.18,-262.25106,0.72797,826,126,,0.314,0.182
117,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.739,-0.177,-134.51754,0.85972,890,57,,0.813,-0.177
117,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.58,-0.03,-120.8431,0.86805,854,44,,0.592,0.068
117,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.215,0.15,-48.66939,0.94759,904,19,,-0.184,0.148
117,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.459,0.292,-133.82804,0.85818,875,48,,0.455,0.255
117,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.669,-0.25,-168.18766,0.82105,853,79,,0.573,-0.098
117,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.283,0.284,-23.90606,0.97332,884,11,,-0.259,0.202
117,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.361,0.338,-31.63696,0.9655,901,14,,-0.237,0.208
117,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.238,-0.139,-15.54352,0.98207,859,6,,-0.235,-0.13
117,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.233,0.025,-41.99193,0.95427,897,18,,-0.212,0.185
117,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.367,-0.122,-24.58588,0.97232,876,9,,-0.443,-0.012
117,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.586,-0.272,-24.49675,0.97261,882,10,,-0.516,-0.415
117,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.33,-0.022,-16.82621,0.98112,883,7,,-0.439,0.053
117,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972,,-0.368,0.015,-15.09858,0.98206,834,7,,-0.421,0.048
117,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.356,-0.417,-48.71628,0.94685,892,15,,-0.242,-0.617
117,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.471,-0.427,-15.65334,0.9827,897,7,,-0.385,-0.521
117,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-207.32327,0.76528,775,100,,0.363,0.074
117,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.402,-0.096,-240.37874,0.75292,847,106,,0.399,-0.152
117,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.395,0.394,-147.98298,0.82859,787,67,,0.386,0.532
117,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.384,0.439,-140.32632,0.85245,879,64,,0.443,0.461
117,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.371,-0.208,-201.86383,0.79229,867,82,,0.338,-0.061
117,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.428,-0.11,-13.49504,0.98505,896,6,,-0.402,-0.094
117,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.552,0.045,-123.1535,0.85879,809,49,,0.539,0.111
117,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.607,0.168,-96.16184,0.89866,900,38,,0.67,0.001
117,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.33,-0.478,-16.92153,0.98129,896,9,,-0.349,-0.572
117,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.444,-0.734,-24.24683,0.97248,869,8,,-0.459,-0.656
117,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.624,-0.378,-195.04865,0.78411,802,102,,0.614,-0.487
117,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.314,0.176,-21.4429,0.97625,892,8,,-0.296,0.046
117,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.174,-11.26709,0.9876,903,4,,-0.384,-0.235
117,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.354,-0.085,-13.4774,0.98505,895,5,,-0.37,-0.187
117,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.628,-0.013,-141.6857,0.85237,887,59,,0.611,0.009
117,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.375,-0.251,-257.90583,0.73236,828,153,,0.318,-0.353
117,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.429,0.201,-144.73648,0.85099,897,57,,0.465,0.269
117,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.374,0.042,-184.93772,0.77068,710,85,,0.357,0.04
117,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.626,0.148,-107.06005,0.88205,853,42,,0.667,0.15
117,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959,,0.71,-0.204,-134.54858,0.85807,879,56,,0.711,-0.209
117,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.473,-0.084,-190.43472,0.79907,849,90,,0.451,-0.119
117,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.818,-0.227,-75.54277,0.91487,849,35,,0.783,-0.072
117,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.891,-0.454,-137.62589,0.85791,898,66,,0.866,-0.5
117,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.292,0.29,-217.54176,0.7765,860,94,,0.287,0.229
117,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-8.63674,0.98985,847,3,,-0.403,-0.16
117,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.538,-0.39,-102.78792,0.88205,819,35,,-0.925,-0.357
117,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.204,-0.046,-13.65488,0.98476,889,2,,-0.275,-0.159
117,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.244,-0.059,-17.2933,0.98041,874,5,,-0.274,-0.051
117,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.305,-0.413,-10.62357,0.98824,898,3,,-0.381,-0.132
117,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.307,-9.03749,0.98977,879,2,,-0.388,-0.152
117,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.276,0.104,-180.43499,0.81404,877,71,,0.326,0.113
117,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.06,0.418,-84.4388,0.90669,862,27,,-0.078,0.381
117,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.136,-22.34731,0.97537,896,10,,-0.467,-0.027
117,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.626,-0.16,-140.26522,0.84837,853,59,,0.617,0.035
117,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954,,0.691,-0.358,-144.22734,0.84511,857,62,,0.722,-0.361
117,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.536,0.216,-119.61041,0.8635,815,45,,0.542,0.144
